optimizer,lr,batch_size,hidden_dim,regularization,reg_only_weights,l1_lambda,l2_lambda,weight_decay,valid_acc,test_acc
<class 'torch.optim.adamw.AdamW'>,0.002,16,160,,,0,0,0,0.7073394495412844,0.782
<class 'torch.optim.adamw.AdamW'>,0.0025,64,190,,,0,0,0,0.7045871559633028,0.78
<class 'torch.optim.adam.Adam'>,0.0025,64,110,,,0,0,0,0.7045871559633028,0.808
<class 'torch.optim.adamw.AdamW'>,0.002,64,210,,,0,0,0,0.7045871559633028,0.788
<class 'torch.optim.adamw.AdamW'>,0.0002,128,70,,,0,0,0,0.7036697247706422,0.708
<class 'torch.optim.adam.Adam'>,0.0002,128,70,,,0,0,0,0.7036697247706422,0.708
<class 'torch.optim.adam.Adam'>,0.0015,16,230,,,0,0,0,0.7027522935779816,0.79
<class 'torch.optim.adam.Adam'>,0.005,64,120,,,0,0,0,0.7027522935779816,0.772
<class 'torch.optim.adamw.AdamW'>,0.0001,64,140,,,0,0,0,0.7018348623853211,0.71
<class 'torch.optim.adam.Adam'>,0.0015,16,190,,,0,0,0,0.7009174311926606,0.728
<class 'torch.optim.adam.Adam'>,0.005,128,140,,,0,0,0,0.7009174311926606,0.8
<class 'torch.optim.adamw.AdamW'>,0.0025,32,140,,,0,0,0,0.7009174311926606,0.79
<class 'torch.optim.adamw.AdamW'>,0.002,128,190,,,0,0,0,0.7009174311926606,0.762
<class 'torch.optim.adam.Adam'>,0.0001,64,140,,,0,0,0,0.6990825688073394,0.712
<class 'torch.optim.adam.Adam'>,0.002,64,250,,,0,0,0,0.6981651376146789,0.736
<class 'torch.optim.adamw.AdamW'>,0.005,64,250,,,0,0,0,0.6981651376146789,0.774
<class 'torch.optim.adam.Adam'>,0.005,64,70,,,0,0,0,0.6972477064220184,0.76
<class 'torch.optim.adamw.AdamW'>,0.0025,64,170,,,0,0,0,0.6972477064220184,0.762
<class 'torch.optim.adam.Adam'>,0.0025,128,110,,,0,0,0,0.6972477064220184,0.764
<class 'torch.optim.adam.Adam'>,0.005,64,90,,,0,0,0,0.6972477064220184,0.746
<class 'torch.optim.adamw.AdamW'>,0.0025,128,190,,,0,0,0,0.6963302752293578,0.816
<class 'torch.optim.adam.Adam'>,0.0025,64,180,,,0,0,0,0.6963302752293578,0.768
<class 'torch.optim.adamw.AdamW'>,0.005,128,70,,,0,0,0,0.6954128440366972,0.728
<class 'torch.optim.adamw.AdamW'>,0.0015,16,150,,,0,0,0,0.6935779816513762,0.792
<class 'torch.optim.adam.Adam'>,0.002,32,230,,,0,0,0,0.6935779816513762,0.792
<class 'torch.optim.adam.Adam'>,0.0015,16,160,,,0,0,0,0.6935779816513762,0.762
<class 'torch.optim.adamw.AdamW'>,0.0025,128,250,,,0,0,0,0.6935779816513762,0.774
<class 'torch.optim.adamw.AdamW'>,0.002,64,250,,,0,0,0,0.6935779816513762,0.748
<class 'torch.optim.adamw.AdamW'>,0.0025,16,120,,,0,0,0,0.691743119266055,0.75
<class 'torch.optim.adam.Adam'>,0.002,128,190,,,0,0,0,0.691743119266055,0.804
<class 'torch.optim.adamw.AdamW'>,0.0001,128,220,,,0,0,0,0.6908256880733945,0.698
<class 'torch.optim.adam.Adam'>,0.0025,16,90,,,0,0,0,0.689908256880734,0.742
<class 'torch.optim.adamw.AdamW'>,0.0001,128,210,,,0,0,0,0.6889908256880733,0.714
<class 'torch.optim.adamw.AdamW'>,0.0025,64,140,,,0,0,0,0.6889908256880733,0.786
<class 'torch.optim.adam.Adam'>,0.0025,128,240,,,0,0,0,0.6889908256880733,0.758
<class 'torch.optim.adam.Adam'>,0.0015,16,250,,,0,0,0,0.6880733944954128,0.784
<class 'torch.optim.adam.Adam'>,0.0025,128,120,,,0,0,0,0.6880733944954128,0.77
<class 'torch.optim.adam.Adam'>,0.005,64,240,,,0,0,0,0.6880733944954128,0.706
<class 'torch.optim.adam.Adam'>,0.0001,128,210,,,0,0,0,0.6880733944954128,0.714
<class 'torch.optim.adamw.AdamW'>,0.002,32,170,,,0,0,0,0.6880733944954128,0.782
<class 'torch.optim.adamw.AdamW'>,0.0025,64,210,,,0,0,0,0.6871559633027523,0.744
<class 'torch.optim.adam.Adam'>,0.005,64,210,,,0,0,0,0.6871559633027523,0.738
<class 'torch.optim.adamw.AdamW'>,0.002,128,250,,,0,0,0,0.6862385321100918,0.784
<class 'torch.optim.adam.Adam'>,0.002,128,250,,,0,0,0,0.6862385321100918,0.816
<class 'torch.optim.adam.Adam'>,0.0025,64,170,,,0,0,0,0.6853211009174311,0.772
<class 'torch.optim.adamw.AdamW'>,0.002,128,170,,,0,0,0,0.6834862385321101,0.766
<class 'torch.optim.adamw.AdamW'>,0.0025,128,240,,,0,0,0,0.6825688073394496,0.798
<class 'torch.optim.adamw.AdamW'>,0.005,64,190,,,0,0,0,0.681651376146789,0.668
<class 'torch.optim.adamw.AdamW'>,0.005,128,80,,,0,0,0,0.681651376146789,0.728
<class 'torch.optim.adamw.AdamW'>,0.005,64,60,,,0,0,0,0.681651376146789,0.758
<class 'torch.optim.adam.Adam'>,0.0015,128,300,,,0,0,0,0.681651376146789,0.766
<class 'torch.optim.adamw.AdamW'>,0.0025,64,160,,,0,0,0,0.6807339449541284,0.8
<class 'torch.optim.adam.Adam'>,0.0015,32,210,,,0,0,0,0.6807339449541284,0.778
<class 'torch.optim.adamw.AdamW'>,0.0025,32,170,,,0,0,0,0.6807339449541284,0.764
<class 'torch.optim.adamw.AdamW'>,0.0025,32,128,,,0,0,0,0.6798165137614679,0.806
<class 'torch.optim.adam.Adam'>,0.0025,32,100,,,0,0,0,0.6798165137614679,0.762
<class 'torch.optim.adamw.AdamW'>,0.001,32,300,,,0,0,0,0.6798165137614679,0.832
<class 'torch.optim.adam.Adam'>,0.0015,64,300,,,0,0,0,0.6798165137614679,0.744
<class 'torch.optim.adamw.AdamW'>,0.0015,16,170,,,0,0,0,0.6770642201834862,0.782
<class 'torch.optim.adamw.AdamW'>,0.001,16,300,,,0,0,0,0.6770642201834862,0.788
<class 'torch.optim.adamw.AdamW'>,0.0015,32,240,,,0,0,0,0.6761467889908257,0.788
<class 'torch.optim.adam.Adam'>,0.0001,64,70,,,0,0,0,0.6752293577981652,0.71
<class 'torch.optim.adamw.AdamW'>,0.005,32,80,,,0,0,0,0.6752293577981652,0.774
<class 'torch.optim.adamw.AdamW'>,0.0001,64,70,,,0,0,0,0.6752293577981652,0.71
<class 'torch.optim.adamw.AdamW'>,0.0025,16,300,,,0,0,0,0.6743119266055045,0.716
<class 'torch.optim.adam.Adam'>,0.0025,64,210,,,0,0,0,0.673394495412844,0.686
<class 'torch.optim.adam.Adam'>,0.0015,32,250,,,0,0,0,0.673394495412844,0.74
<class 'torch.optim.adamw.AdamW'>,0.0015,16,250,,,0,0,0,0.673394495412844,0.756
<class 'torch.optim.adam.Adam'>,0.002,16,140,,,0,0,0,0.6724770642201835,0.752
<class 'torch.optim.adamw.AdamW'>,0.002,64,220,,,0,0,0,0.6724770642201835,0.756
<class 'torch.optim.adam.Adam'>,0.005,64,60,,,0,0,0,0.6724770642201835,0.74
<class 'torch.optim.adam.Adam'>,0.002,32,250,,,0,0,0,0.671559633027523,0.768
<class 'torch.optim.adamw.AdamW'>,0.005,32,190,,,0,0,0,0.671559633027523,0.716
<class 'torch.optim.adamw.AdamW'>,0.0025,64,150,,,0,0,0,0.6706422018348623,0.774
<class 'torch.optim.adam.Adam'>,0.002,16,300,,,0,0,0,0.6706422018348623,0.8
<class 'torch.optim.adamw.AdamW'>,0.0015,16,230,,,0,0,0,0.6706422018348623,0.762
<class 'torch.optim.adam.Adam'>,0.002,32,210,,,0,0,0,0.6697247706422018,0.714
<class 'torch.optim.adam.Adam'>,0.0015,32,300,,,0,0,0,0.6697247706422018,0.772
<class 'torch.optim.adam.Adam'>,0.0025,16,180,,,0,0,0,0.6688073394495413,0.772
<class 'torch.optim.adamw.AdamW'>,0.0025,16,80,,,0,0,0,0.6678899082568808,0.68
<class 'torch.optim.adam.Adam'>,0.001,32,300,,,0,0,0,0.6678899082568808,0.764
<class 'torch.optim.adamw.AdamW'>,0.005,16,240,,,0,0,0,0.6678899082568808,0.694
<class 'torch.optim.adamw.AdamW'>,0.0025,128,220,,,0,0,0,0.6669724770642201,0.762
<class 'torch.optim.adam.Adam'>,0.002,16,210,,,0,0,0,0.6660550458715596,0.756
<class 'torch.optim.adamw.AdamW'>,0.0025,128,210,,,0,0,0,0.6660550458715596,0.706
<class 'torch.optim.adam.Adam'>,0.002,128,230,,,0,0,0,0.6660550458715596,0.782
<class 'torch.optim.adamw.AdamW'>,0.0001,128,170,,,0,0,0,0.6660550458715596,0.72
<class 'torch.optim.adamw.AdamW'>,0.002,16,140,,,0,0,0,0.6660550458715596,0.664
<class 'torch.optim.adam.Adam'>,0.0001,128,170,,,0,0,0,0.6660550458715596,0.72
<class 'torch.optim.adamw.AdamW'>,0.0015,16,240,,,0,0,0,0.6642201834862386,0.764
<class 'torch.optim.adam.Adam'>,0.0015,16,170,,,0,0,0,0.6633027522935779,0.74
<class 'torch.optim.adam.Adam'>,0.005,64,300,,,0,0,0,0.6633027522935779,0.784
<class 'torch.optim.adam.Adam'>,0.01,128,80,,,0,0,0,0.6633027522935779,0.734
<class 'torch.optim.adam.Adam'>,0.002,32,170,,,0,0,0,0.6614678899082569,0.774
<class 'torch.optim.adamw.AdamW'>,0.0015,64,300,,,0,0,0,0.6605504587155964,0.732
<class 'torch.optim.adam.Adam'>,0.002,128,240,,,0,0,0,0.6605504587155964,0.75
<class 'torch.optim.adamw.AdamW'>,0.0015,32,230,,,0,0,0,0.6596330275229357,0.7
<class 'torch.optim.adam.Adam'>,0.002,32,180,,,0,0,0,0.6587155963302752,0.736
<class 'torch.optim.adamw.AdamW'>,0.002,128,240,,,0,0,0,0.6587155963302752,0.734
<class 'torch.optim.adamw.AdamW'>,0.005,64,90,,,0,0,0,0.6587155963302752,0.748
<class 'torch.optim.adamw.AdamW'>,0.002,128,220,,,0,0,0,0.6587155963302752,0.744
<class 'torch.optim.adamw.AdamW'>,0.002,128,200,,,0,0,0,0.6587155963302752,0.794
<class 'torch.optim.adam.Adam'>,0.005,64,110,,,0,0,0,0.6577981651376147,0.712
<class 'torch.optim.adamw.AdamW'>,0.0001,128,120,,,0,0,0,0.6577981651376147,0.69
<class 'torch.optim.adam.Adam'>,0.0001,128,120,,,0,0,0,0.6577981651376147,0.69
<class 'torch.optim.adam.Adam'>,0.0025,64,190,,,0,0,0,0.6568807339449542,0.694
<class 'torch.optim.adam.Adam'>,0.0025,64,100,,,0,0,0,0.6568807339449542,0.676
<class 'torch.optim.adam.Adam'>,0.0025,32,150,,,0,0,0,0.6568807339449542,0.774
<class 'torch.optim.adam.Adam'>,0.002,64,240,,,0,0,0,0.6559633027522935,0.772
<class 'torch.optim.adam.Adam'>,0.005,64,80,,,0,0,0,0.655045871559633,0.738
<class 'torch.optim.adamw.AdamW'>,0.002,16,128,,,0,0,0,0.6541284403669725,0.74
<class 'torch.optim.adam.Adam'>,0.0025,64,150,,,0,0,0,0.6541284403669725,0.712
<class 'torch.optim.adamw.AdamW'>,0.0015,16,140,,,0,0,0,0.6541284403669725,0.682
<class 'torch.optim.adam.Adam'>,0.0025,128,250,,,0,0,0,0.6541284403669725,0.738
<class 'torch.optim.adamw.AdamW'>,0.002,16,120,,,0,0,0,0.6541284403669725,0.666
<class 'torch.optim.adamw.AdamW'>,0.002,16,170,,,0,0,0,0.653211009174312,0.744
<class 'torch.optim.adamw.AdamW'>,0.002,16,110,,,0,0,0,0.653211009174312,0.702
<class 'torch.optim.adam.Adam'>,0.01,64,170,,,0,0,0,0.653211009174312,0.676
<class 'torch.optim.adam.Adam'>,0.001,16,220,,,0,0,0,0.6504587155963303,0.752
<class 'torch.optim.adamw.AdamW'>,0.0001,64,80,,,0,0,0,0.6504587155963303,0.76
<class 'torch.optim.adam.Adam'>,0.01,64,70,,,0,0,0,0.6495412844036698,0.754
<class 'torch.optim.adam.Adam'>,0.0001,64,80,,,0,0,0,0.6495412844036698,0.762
<class 'torch.optim.adam.Adam'>,0.01,64,100,,,0,0,0,0.6495412844036698,0.756
<class 'torch.optim.adamw.AdamW'>,0.005,64,120,,,0,0,0,0.6495412844036698,0.67
<class 'torch.optim.adam.Adam'>,0.002,16,110,,,0,0,0,0.6486238532110091,0.732
<class 'torch.optim.adamw.AdamW'>,0.002,32,230,,,0,0,0,0.6486238532110091,0.726
<class 'torch.optim.adam.Adam'>,0.0025,16,170,,,0,0,0,0.6467889908256881,0.766
<class 'torch.optim.adam.Adam'>,0.0025,64,230,,,0,0,0,0.6467889908256881,0.738
<class 'torch.optim.adam.Adam'>,0.0002,128,60,,,0,0,0,0.6458715596330276,0.712
<class 'torch.optim.adamw.AdamW'>,0.0015,32,300,,,0,0,0,0.6449541284403669,0.762
<class 'torch.optim.adamw.AdamW'>,0.0025,16,250,,,0,0,0,0.6440366972477064,0.58
<class 'torch.optim.adam.Adam'>,0.0025,32,180,,,0,0,0,0.6440366972477064,0.714
<class 'torch.optim.adamw.AdamW'>,0.002,32,250,,,0,0,0,0.6431192660550459,0.802
<class 'torch.optim.adamw.AdamW'>,0.0002,128,60,,,0,0,0,0.6431192660550459,0.71
<class 'torch.optim.adam.Adam'>,0.005,32,100,,,0,0,0,0.6403669724770642,0.694
<class 'torch.optim.adamw.AdamW'>,0.002,16,240,,,0,0,0,0.6394495412844037,0.718
<class 'torch.optim.adamw.AdamW'>,0.0015,32,210,,,0,0,0,0.6376146788990825,0.732
<class 'torch.optim.adamw.AdamW'>,0.005,64,170,,,0,0,0,0.6376146788990825,0.704
<class 'torch.optim.adamw.AdamW'>,0.01,128,230,,,0,0,0,0.636697247706422,0.732
<class 'torch.optim.adamw.AdamW'>,0.002,64,300,,,0,0,0,0.634862385321101,0.726
<class 'torch.optim.adam.Adam'>,0.005,32,80,,,0,0,0,0.6339449541284403,0.706
<class 'torch.optim.adamw.AdamW'>,0.0025,16,128,,,0,0,0,0.6339449541284403,0.766
<class 'torch.optim.adamw.AdamW'>,0.0001,128,100,,,0,0,0,0.6330275229357798,0.614
<class 'torch.optim.adam.Adam'>,0.0001,128,100,,,0,0,0,0.6330275229357798,0.614
<class 'torch.optim.adam.Adam'>,0.0015,16,220,,,0,0,0,0.6330275229357798,0.766
<class 'torch.optim.adamw.AdamW'>,0.0025,16,160,,,0,0,0,0.6321100917431193,0.746
<class 'torch.optim.adam.Adam'>,0.001,16,250,,,0,0,0,0.6321100917431193,0.652
<class 'torch.optim.adam.Adam'>,0.0025,64,200,,,0,0,0,0.6311926605504588,0.716
<class 'torch.optim.adamw.AdamW'>,0.0025,64,220,,,0,0,0,0.6311926605504588,0.726
<class 'torch.optim.adam.Adam'>,0.0015,64,250,,,0,0,0,0.6302752293577981,0.746
<class 'torch.optim.adam.Adam'>,0.005,64,190,,,0,0,0,0.6302752293577981,0.638
<class 'torch.optim.adamw.AdamW'>,0.01,64,100,,,0,0,0,0.6293577981651376,0.724
<class 'torch.optim.adam.Adam'>,0.002,128,210,,,0,0,0,0.6293577981651376,0.724
<class 'torch.optim.adam.Adam'>,0.0025,32,160,,,0,0,0,0.6284403669724771,0.72
<class 'torch.optim.adamw.AdamW'>,0.005,32,300,,,0,0,0,0.6284403669724771,0.714
<class 'torch.optim.adam.Adam'>,0.005,128,120,,,0,0,0,0.6284403669724771,0.742
<class 'torch.optim.adam.Adam'>,0.0025,64,220,,,0,0,0,0.6284403669724771,0.754
<class 'torch.optim.adamw.AdamW'>,0.005,128,60,,,0,0,0,0.6266055045871559,0.69
<class 'torch.optim.adamw.AdamW'>,0.002,32,200,,,0,0,0,0.6266055045871559,0.75
<class 'torch.optim.adamw.AdamW'>,0.0025,128,160,,,0,0,0,0.6266055045871559,0.742
<class 'torch.optim.adamw.AdamW'>,0.0025,128,110,,,0,0,0,0.6256880733944954,0.724
<class 'torch.optim.adam.Adam'>,0.005,128,60,,,0,0,0,0.6247706422018349,0.69
<class 'torch.optim.adam.Adam'>,0.002,16,120,,,0,0,0,0.6247706422018349,0.696
<class 'torch.optim.adam.Adam'>,0.002,128,220,,,0,0,0,0.6247706422018349,0.742
<class 'torch.optim.adamw.AdamW'>,0.005,32,60,,,0,0,0,0.6238532110091743,0.694
<class 'torch.optim.adam.Adam'>,0.0025,32,220,,,0,0,0,0.6238532110091743,0.688
<class 'torch.optim.adamw.AdamW'>,0.005,32,70,,,0,0,0,0.6229357798165137,0.72
<class 'torch.optim.adam.Adam'>,0.0001,128,110,,,0,0,0,0.6220183486238532,0.626
<class 'torch.optim.adam.Adam'>,0.005,32,128,,,0,0,0,0.6220183486238532,0.718
<class 'torch.optim.adamw.AdamW'>,0.0015,16,200,,,0,0,0,0.6211009174311927,0.714
<class 'torch.optim.adamw.AdamW'>,0.005,128,100,,,0,0,0,0.6211009174311927,0.714
<class 'torch.optim.adamw.AdamW'>,0.0001,128,110,,,0,0,0,0.6201834862385321,0.626
<class 'torch.optim.adamw.AdamW'>,0.005,64,160,,,0,0,0,0.6201834862385321,0.668
<class 'torch.optim.adamw.AdamW'>,0.01,64,170,,,0,0,0,0.6192660550458715,0.614
<class 'torch.optim.adamw.AdamW'>,0.002,16,230,,,0,0,0,0.6192660550458715,0.73
<class 'torch.optim.adam.Adam'>,0.01,128,210,,,0,0,0,0.6192660550458715,0.702
<class 'torch.optim.adam.Adam'>,0.005,32,140,,,0,0,0,0.6192660550458715,0.696
<class 'torch.optim.adamw.AdamW'>,0.01,128,150,,,0,0,0,0.618348623853211,0.668
<class 'torch.optim.adam.Adam'>,0.01,128,190,,,0,0,0,0.618348623853211,0.668
<class 'torch.optim.adam.Adam'>,0.002,64,300,,,0,0,0,0.618348623853211,0.678
<class 'torch.optim.adamw.AdamW'>,0.0025,16,110,,,0,0,0,0.618348623853211,0.642
<class 'torch.optim.adam.Adam'>,0.002,16,150,,,0,0,0,0.618348623853211,0.664
<class 'torch.optim.adamw.AdamW'>,0.002,64,240,,,0,0,0,0.6174311926605505,0.706
<class 'torch.optim.adamw.AdamW'>,0.005,32,120,,,0,0,0,0.6174311926605505,0.716
<class 'torch.optim.adamw.AdamW'>,0.005,64,128,,,0,0,0,0.6174311926605505,0.672
<class 'torch.optim.adamw.AdamW'>,0.0025,32,210,,,0,0,0,0.6165137614678899,0.702
<class 'torch.optim.adam.Adam'>,0.005,128,220,,,0,0,0,0.6155963302752293,0.718
<class 'torch.optim.adamw.AdamW'>,0.0001,128,128,,,0,0,0,0.6155963302752293,0.668
<class 'torch.optim.adam.Adam'>,0.0001,128,220,,,0,0,0,0.6155963302752293,0.65
<class 'torch.optim.adamw.AdamW'>,0.0025,32,100,,,0,0,0,0.6155963302752293,0.72
<class 'torch.optim.adamw.AdamW'>,0.002,32,300,,,0,0,0,0.6155963302752293,0.714
<class 'torch.optim.adam.Adam'>,0.005,64,128,,,0,0,0,0.6146788990825688,0.728
<class 'torch.optim.adamw.AdamW'>,0.005,64,80,,,0,0,0,0.6137614678899083,0.726
<class 'torch.optim.adam.Adam'>,0.0001,128,128,,,0,0,0,0.6128440366972477,0.662
<class 'torch.optim.adamw.AdamW'>,0.0025,32,220,,,0,0,0,0.6128440366972477,0.74
<class 'torch.optim.adam.Adam'>,0.0025,16,100,,,0,0,0,0.6110091743119266,0.682
<class 'torch.optim.adam.Adam'>,0.0015,16,210,,,0,0,0,0.6091743119266055,0.714
<class 'torch.optim.adamw.AdamW'>,0.002,16,200,,,0,0,0,0.6082568807339449,0.652
<class 'torch.optim.adam.Adam'>,0.005,64,160,,,0,0,0,0.6082568807339449,0.682
<class 'torch.optim.adamw.AdamW'>,0.01,128,190,,,0,0,0,0.6064220183486239,0.684
<class 'torch.optim.adam.Adam'>,0.0025,16,120,,,0,0,0,0.6064220183486239,0.692
<class 'torch.optim.adamw.AdamW'>,0.005,64,200,,,0,0,0,0.6064220183486239,0.672
<class 'torch.optim.adamw.AdamW'>,0.0025,32,160,,,0,0,0,0.6064220183486239,0.576
<class 'torch.optim.adamw.AdamW'>,0.002,16,180,,,0,0,0,0.6055045871559633,0.728
<class 'torch.optim.adamw.AdamW'>,0.01,64,70,,,0,0,0,0.6027522935779817,0.728
<class 'torch.optim.adam.Adam'>,0.005,128,230,,,0,0,0,0.6027522935779817,0.668
<class 'torch.optim.adamw.AdamW'>,0.0025,64,240,,,0,0,0,0.6,0.652
<class 'torch.optim.adamw.AdamW'>,0.002,32,210,,,0,0,0,0.5990825688073395,0.712
<class 'torch.optim.adamw.AdamW'>,0.01,64,160,,,0,0,0,0.5981651376146789,0.612
<class 'torch.optim.adam.Adam'>,0.005,128,80,,,0,0,0,0.5981651376146789,0.714
<class 'torch.optim.adamw.AdamW'>,0.0015,16,220,,,0,0,0,0.5981651376146789,0.6
<class 'torch.optim.adamw.AdamW'>,0.005,16,230,,,0,0,0,0.5972477064220183,0.512
<class 'torch.optim.adamw.AdamW'>,0.005,128,128,,,0,0,0,0.5963302752293578,0.682
<class 'torch.optim.adam.Adam'>,0.005,128,128,,,0,0,0,0.5954128440366973,0.676
<class 'torch.optim.adam.Adam'>,0.005,128,90,,,0,0,0,0.5944954128440367,0.686
<class 'torch.optim.adamw.AdamW'>,0.005,128,230,,,0,0,0,0.5926605504587156,0.64
<class 'torch.optim.adamw.AdamW'>,0.0025,128,200,,,0,0,0,0.5926605504587156,0.666
<class 'torch.optim.adamw.AdamW'>,0.005,128,140,,,0,0,0,0.591743119266055,0.704
<class 'torch.optim.adam.Adam'>,0.002,16,160,,,0,0,0,0.5908256880733945,0.7
<class 'torch.optim.adam.Adam'>,0.0025,32,200,,,0,0,0,0.5908256880733945,0.694
<class 'torch.optim.adam.Adam'>,0.01,64,140,,,0,0,0,0.5908256880733945,0.644
<class 'torch.optim.adamw.AdamW'>,0.0025,32,180,,,0,0,0,0.5889908256880734,0.684
<class 'torch.optim.adamw.AdamW'>,0.01,32,80,,,0,0,0,0.5871559633027523,0.638
<class 'torch.optim.adamw.AdamW'>,0.0015,16,300,,,0,0,0,0.5871559633027523,0.68
<class 'torch.optim.adamw.AdamW'>,0.002,16,150,,,0,0,0,0.5853211009174312,0.662
<class 'torch.optim.adam.Adam'>,0.002,32,220,,,0,0,0,0.5844036697247706,0.656
<class 'torch.optim.adamw.AdamW'>,0.0025,16,170,,,0,0,0,0.5844036697247706,0.746
<class 'torch.optim.adam.Adam'>,0.01,64,150,,,0,0,0,0.5844036697247706,0.618
<class 'torch.optim.adamw.AdamW'>,0.0025,32,120,,,0,0,0,0.5834862385321101,0.66
<class 'torch.optim.adamw.AdamW'>,0.002,16,220,,,0,0,0,0.5834862385321101,0.754
<class 'torch.optim.adam.Adam'>,0.001,16,300,,,0,0,0,0.5834862385321101,0.614
<class 'torch.optim.adam.Adam'>,0.01,32,120,,,0,0,0,0.5825688073394495,0.684
<class 'torch.optim.adam.Adam'>,0.005,32,180,,,0,0,0,0.5825688073394495,0.658
<class 'torch.optim.adamw.AdamW'>,0.005,64,300,,,0,0,0,0.581651376146789,0.644
<class 'torch.optim.adam.Adam'>,0.005,32,60,,,0,0,0,0.581651376146789,0.64
<class 'torch.optim.adamw.AdamW'>,0.005,32,128,,,0,0,0,0.5807339449541284,0.646
<class 'torch.optim.adamw.AdamW'>,0.002,16,210,,,0,0,0,0.5798165137614679,0.656
<class 'torch.optim.adamw.AdamW'>,0.005,128,110,,,0,0,0,0.5788990825688073,0.67
<class 'torch.optim.adam.Adam'>,0.002,32,200,,,0,0,0,0.5788990825688073,0.708
<class 'torch.optim.adam.Adam'>,0.01,64,160,,,0,0,0,0.5779816513761468,0.618
<class 'torch.optim.adam.Adam'>,0.01,64,80,,,0,0,0,0.5779816513761468,0.642
<class 'torch.optim.adam.Adam'>,0.0025,128,180,,,0,0,0,0.5770642201834862,0.662
<class 'torch.optim.adam.Adam'>,0.0015,16,300,,,0,0,0,0.5770642201834862,0.536
<class 'torch.optim.adam.Adam'>,0.005,64,230,,,0,0,0,0.5770642201834862,0.636
<class 'torch.optim.adamw.AdamW'>,0.005,128,160,,,0,0,0,0.5761467889908257,0.746
<class 'torch.optim.adamw.AdamW'>,0.0025,16,100,,,0,0,0,0.5752293577981651,0.67
<class 'torch.optim.adam.Adam'>,0.01,64,180,,,0,0,0,0.5752293577981651,0.638
<class 'torch.optim.adam.Adam'>,0.005,32,70,,,0,0,0,0.573394495412844,0.656
<class 'torch.optim.adam.Adam'>,0.005,128,160,,,0,0,0,0.573394495412844,0.75
<class 'torch.optim.adamw.AdamW'>,0.0025,128,180,,,0,0,0,0.573394495412844,0.676
<class 'torch.optim.adamw.AdamW'>,0.0025,128,230,,,0,0,0,0.5724770642201835,0.648
<class 'torch.optim.adamw.AdamW'>,0.01,64,180,,,0,0,0,0.5715596330275229,0.56
<class 'torch.optim.adam.Adam'>,0.005,128,110,,,0,0,0,0.5715596330275229,0.69
<class 'torch.optim.adam.Adam'>,0.0015,32,240,,,0,0,0,0.5715596330275229,0.672
<class 'torch.optim.adam.Adam'>,0.002,16,180,,,0,0,0,0.5706422018348624,0.71
<class 'torch.optim.adam.Adam'>,0.002,32,240,,,0,0,0,0.5706422018348624,0.696
<class 'torch.optim.adamw.AdamW'>,0.01,64,140,,,0,0,0,0.5706422018348624,0.56
<class 'torch.optim.adamw.AdamW'>,0.0001,128,190,,,0,0,0,0.5706422018348624,0.652
<class 'torch.optim.adamw.AdamW'>,0.005,32,230,,,0,0,0,0.5697247706422018,0.64
<class 'torch.optim.adam.Adam'>,0.005,64,220,,,0,0,0,0.5697247706422018,0.638
<class 'torch.optim.adamw.AdamW'>,0.0025,32,150,,,0,0,0,0.5688073394495413,0.666
<class 'torch.optim.adam.Adam'>,0.0025,32,110,,,0,0,0,0.5688073394495413,0.692
<class 'torch.optim.adam.Adam'>,0.005,64,150,,,0,0,0,0.5678899082568807,0.69
<class 'torch.optim.adamw.AdamW'>,0.005,64,150,,,0,0,0,0.5678899082568807,0.694
<class 'torch.optim.adamw.AdamW'>,0.0015,16,210,,,0,0,0,0.5678899082568807,0.704
<class 'torch.optim.adam.Adam'>,0.002,16,240,,,0,0,0,0.5678899082568807,0.588
<class 'torch.optim.adamw.AdamW'>,0.005,128,90,,,0,0,0,0.5669724770642202,0.674
<class 'torch.optim.adam.Adam'>,0.01,32,150,,,0,0,0,0.5669724770642202,0.668
<class 'torch.optim.adam.Adam'>,0.0025,128,210,,,0,0,0,0.5651376146788991,0.63
<class 'torch.optim.adam.Adam'>,0.002,16,190,,,0,0,0,0.5651376146788991,0.678
<class 'torch.optim.adamw.AdamW'>,0.005,128,220,,,0,0,0,0.563302752293578,0.702
<class 'torch.optim.adam.Adam'>,0.005,32,240,,,0,0,0,0.5623853211009174,0.698
<class 'torch.optim.adam.Adam'>,0.0001,128,180,,,0,0,0,0.5623853211009174,0.574
<class 'torch.optim.adamw.AdamW'>,0.002,32,240,,,0,0,0,0.5623853211009174,0.688
<class 'torch.optim.adam.Adam'>,0.0001,64,60,,,0,0,0,0.5623853211009174,0.562
<class 'torch.optim.adam.Adam'>,0.0015,16,200,,,0,0,0,0.5623853211009174,0.668
<class 'torch.optim.adam.Adam'>,0.01,32,100,,,0,0,0,0.5614678899082569,0.646
<class 'torch.optim.adamw.AdamW'>,0.0001,128,180,,,0,0,0,0.5614678899082569,0.572
<class 'torch.optim.adamw.AdamW'>,0.0001,64,60,,,0,0,0,0.5605504587155963,0.56
<class 'torch.optim.adamw.AdamW'>,0.005,64,140,,,0,0,0,0.5605504587155963,0.612
<class 'torch.optim.adam.Adam'>,0.002,32,300,,,0,0,0,0.5596330275229358,0.626
<class 'torch.optim.adam.Adam'>,0.0001,128,140,,,0,0,0,0.5596330275229358,0.58
